,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
658,657,WWE SmackDown! Here Comes the Pain,Sony PlayStation 2,THQ,Yuke's,9.1,,2.8,2003
661,660,Tekken 5,Sony PlayStation 2,Namco,Namco,9.0,,2.8,2005
662,661,Hot Shots Golf,Sony PlayStation,Sony Computer Entertainment,Camelot Software Planning,8.0,,2.79,1998
665,664,A Bug's Life,Sony PlayStation,Sony Computer Entertainment,Traveller's Tales,3.6,,2.79,1998
666,665,WWF SmackDown! Just Bring It,Sony PlayStation 2,THQ,Yuke's,,,2.79,2001
667,666,Mortal Kombat Trilogy,Sony PlayStation,Midway Games,Avalanche Software,6.0,,2.79,1996
668,667,NBA Street,Sony PlayStation 2,EA Sports BIG,NuFX,9.3,,2.79,2001
669,668,Jak II,Sony PlayStation 2,Sony Computer Entertainment,Naughty Dog,9.5,,2.78,2003
670,669,Ratchet & Clank: Going Commando,Sony PlayStation 2,Sony Computer Entertainment,Insomniac Games,8.7,,2.78,2003
671,670,The Sims,Sony PlayStation 2,Electronic Arts,Edge of Reality,8.0,,2.77,2003
679,678,Resident Evil,Sony PlayStation,Capcom,Capcom,8.6,,2.75,1996
680,679,Need for Speed: Most Wanted (2012),Sony PlayStation 3,Electronic Arts,Criterion Games,,,2.74,2012
685,684,Far Cry: Primal,Sony Playstation 4,Ubisoft,Ubisoft Montreal,7.2,,2.73,2016
688,687,Need for Speed (2015),Sony Playstation 4,Electronic Arts,Ghost Games,7.0,,2.72,2015
689,688,Madden NFL 13,Sony PlayStation 3,EA Sports,EA Tiburon,8.3,,2.71,2012
699,698,LEGO Star Wars II: The Original Trilogy,Sony PlayStation 2,LucasArts,Traveller's Tales,8.4,,2.69,2006
701,700,Burnout 3: Takedown,Sony PlayStation 2,Electronic Arts,Criterion Games,9.3,,2.68,2004
704,703,Call of Duty 2: Big Red One,Sony PlayStation 2,Activision,Treyarch,8.5,,2.67,2005
705,704,Medal of Honor,Sony PlayStation,Electronic Arts,DreamWorks Interactive,9.3,,2.67,1999
707,706,WWE SmackDown! Shut Your Mouth,Sony PlayStation 2,THQ,Yuke's,8.2,,2.66,2002
708,707,Final Fantasy XIII-2,Sony PlayStation 3,Square Enix,Square Enix,8.0,,2.66,2012
711,710,Need for Speed: Shift,Sony PlayStation 3,Electronic Arts,Slightly Mad Studios,8.2,,2.65,2009
712,711,Tom Clancy's Splinter Cell,Sony PlayStation 2,Ubisoft,Ubisoft,9.1,,2.65,2003
715,714,Ace Combat 04: Shattered Skies,Sony PlayStation 2,Namco,Namco,8.9,,2.64,2001
718,717,Midnight Club: Street Racing,Sony PlayStation 2,Rockstar Games,Angel Studios,8.6,,2.63,2000
719,718,NBA 2K13,Sony PlayStation 3,2K Sports,Visual Concepts,8.9,,2.63,2012
721,720,NBA 2K19,Sony Playstation 4,2K Sports,Visual Concepts,8.2,2.6,2.63,2018
722,721,ESPN NFL 2K5,Sony PlayStation 2,Sega,Visual Concepts,9.3,,2.62,2004
723,722,Madden NFL 18,Sony Playstation 4,EA Sports,EA Tiburon,8.2,3.7,2.62,2017
726,725,Harry Potter and the Chamber of Secrets,Sony PlayStation 2,Electronic Arts,Eurocom Entertainment Software,8.4,,2.61,2002
734,733,FIFA Soccer 09,Sony PlayStation 3,Electronic Arts,EA Canada,8.6,,2.59,2008
735,734,NBA Live 2005,Sony PlayStation 2,EA Sports,EA Canada,8.9,,2.59,2004
738,737,WWE SmackDown vs. RAW 2007,Sony PlayStation 2,THQ,Yuke's,8.0,,2.58,2006
740,739,Ratchet & Clank: Up Your Arsenal,Sony PlayStation 2,Sony Computer Entertainment,Insomniac Games,9.1,,2.57,2004
741,740,Madden NFL 08,Sony PlayStation 2,EA Sports,EA Tiburon,7.9,,2.57,2007
744,743,Ratchet & Clank Future: Tools of Destruction,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,8.9,,2.57,2007
745,744,Hot Shots Golf,Sony PlayStation,Sony Computer Entertainment,Camelot Software Planning,8.0,,2.56,1998
749,748,FIFA 16,Sony PlayStation 3,EA Sports,EA Canada,9.0,,2.55,2015
753,752,Crazy Taxi,Sony PlayStation 2,Acclaim Entertainment,Hitmaker,8.2,,2.52,2001
754,753,Dragon Ball: Xenoverse 2,Sony Playstation 4,Namco Bandai Games,Dimps Corporation,7.1,7.5,2.52,2016
756,755,Tomb Raider (2013),Sony PlayStation 3,Square Enix,Crystal Dynamics,8.9,,2.51,2013
757,756,Midnight Club: Los Angeles,Sony PlayStation 3,Rockstar Games,Rockstar San Diego,8.3,,2.5,2008
758,757,PES 2009: Pro Evolution Soccer,Sony PlayStation 2,Konami,Konami,,,2.5,2008
764,763,Dragon Ball Z: Budokai 3,Sony PlayStation 2,Atari,Dimps Corporation,,,2.5,2004
767,766,Final Fantasy Tactics,Sony PlayStation,Sony Computer Entertainment,SquareSoft,8.8,,2.5,1998
773,772,NBA 2K15,Sony Playstation 4,2K Sports,Visual Concepts,8.3,6.9,2.49,2014
775,774,Mortal Kombat: Deadly Alliance,Sony PlayStation 2,Midway Games,Midway,8.2,,2.49,2002
778,777,Saints Row: The Third,Sony PlayStation 3,THQ,Volition Inc.,8.3,,2.48,2011
779,778,Tomb Raider: The Last Revelation,Sony PlayStation,Eidos Interactive,Core Design Ltd.,8.5,,2.48,1999
786,785,Resistance 2,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,8.5,8.7,2.47,2008
791,790,Dying Light,Sony Playstation 4,Warner Bros. Interactive,Techland,7.4,7.9,2.45,2015
792,791,Dark Souls III,Sony Playstation 4,Namco Bandai Games,From Software,8.9,8.8,2.45,2016
796,795,Twisted Metal 2,Sony PlayStation,Sony Computer Entertainment,SingleTrac,8.7,,2.44,1996
797,796,The Sims: Bustin' Out,Sony PlayStation 2,Electronic Arts,Maxis,8.0,,2.43,2003
802,801,God of War Collection,Sony PlayStation 3,Sony Computer Entertainment,Bluepoint Games,9.2,,2.42,2009
804,803,Pro Evolution Soccer 2011,Sony PlayStation 3,Konami,Konami,6.0,,2.41,2010
805,804,ATV Offroad Fury,Sony PlayStation 2,Sony Computer Entertainment,Rainbow Studios,8.4,,2.41,2001
809,808,Need for Speed: ProStreet,Sony PlayStation 2,Electronic Arts,EA Black Box,,,2.41,2007
810,809,Tetris Plus,Sony PlayStation,Jaleco,Atlus Co.,6.0,,2.4,1996
814,813,Dino Crisis,Sony PlayStation,Capcom,Capcom Production Studio 4,8.9,,2.4,1999
819,818,God of War: Ascension,Sony PlayStation 3,Sony Computer Entertainment,SCEA Santa Monica Studio,7.8,,2.4,2013
820,819,Madden NFL 11,Sony PlayStation 3,EA Sports,EA Tiburon,8.4,,2.4,2010
821,820,Batman: Arkham Origins,Sony PlayStation 3,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,7.8,,2.4,2013
827,826,Guitar Hero,Sony PlayStation 2,RedOctane,Harmonix Music Systems,8.0,,2.38,2005
830,829,Ratchet & Clank (2016),Sony Playstation 4,Sony Interactive Entertainment,Insomniac Games,,,2.38,2016
831,830,Yu-Gi-Oh! The Duelists of the Roses,Sony PlayStation 2,Konami,Konami,,,2.38,2003
833,832,The Incredibles,Sony PlayStation 2,THQ,Heavy Iron Studios,5.9,,2.37,2004
834,833,Tony Hawk's Underground 2,Sony PlayStation 2,Activision,Neversoft Entertainment,8.6,,2.37,2004
835,834,Madden NFL 10,Sony PlayStation 3,EA Sports,EA Tiburon,8.5,,2.37,2009
836,835,Uncharted: The Lost Legacy,Sony Playstation 4,Sony Interactive Entertainment,Naughty Dog,8.4,7.7,2.37,2017
837,836,Sonic's Ultimate Genesis Collection,Sony PlayStation 3,Sega,Backbone Entertainment,8.1,,2.36,2009
845,844,Tekken 7,Sony Playstation 4,Namco Bandai Games,Namco Bandai Games,8.2,6.8,2.35,2017
849,848,WWE SmackDown vs Raw 2008,Sony PlayStation 2,THQ,Yuke's Media Creations,,,2.34,2007
850,849,Dragon Age: Inquisition,Sony Playstation 4,Electronic Arts,BioWare Edmonton,8.9,7.4,2.34,2014
859,858,Grand Theft Auto,Sony PlayStation,Take-Two Interactive,DMA Design,6.0,,2.32,1998
860,859,James Bond 007: Everything or Nothing,Sony PlayStation 2,Electronic Arts,EA Redwood Shores,8.5,,2.31,2004
862,861,Need for Speed: High Stakes,Sony PlayStation,Electronic Arts,EA Canada,8.8,,2.31,1999
866,865,Cool Boarders 3,Sony PlayStation,989 Studios,Idol Minds Digital Entertainment,6.0,,2.31,1998
867,866,LEGO Star Wars: The Complete Saga,Sony PlayStation 3,LucasArts,Traveller's Tales,8.0,,2.31,2007
871,870,Resident Evil 4,Sony PlayStation 2,Capcom,Capcom Production Studio 4,9.6,9.3,2.3,2005
874,873,Dead Island,Sony PlayStation 3,Deep Silver,Techland,6.7,,2.29,2011
877,876,Pro Evolution Soccer 2010,Sony PlayStation 3,Konami,Konami,7.0,,2.28,2009
881,880,FIFA Soccer 09,Sony PlayStation 2,Electronic Arts,EA Canada,7.1,,2.28,2008
882,881,Star Wars Battlefront II (US sales),Sony PlayStation 2,LucasArts,Pandemic Studios,,,2.27,2005
887,886,Madden NFL 12,Sony PlayStation 3,EA Sports,EA Tiburon,7.8,,2.27,2011
888,887,Borderlands 2,Sony PlayStation 3,2K Games,Gearbox Software,9.0,,2.27,2012
889,888,No Man's Sky,Sony Playstation 4,Hello Games,Hello Games,6.8,4.6,2.26,2016
890,889,Cool Boarders 2,Sony PlayStation,Sony Computer Entertainment,UEP Systems,7.2,,2.25,1997
893,892,Dynasty Warriors 4,Sony PlayStation 2,KOEI,Omega Force,8.6,,2.25,2003
894,893,Guitar Hero III: Legends of Rock,Sony PlayStation 3,RedOctane,Neversoft,8.2,8.0,2.25,2007
896,895,Madden NFL 15,Sony Playstation 4,EA Sports,EA Tiburon,8.1,6.1,2.25,2014
902,901,Air Combat,Sony PlayStation,Namco,Namco,7.0,,2.23,1995
905,904,Dance Dance Revolution X2,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,,,2.23,2009
906,905,Battlefield V,Sony Playstation 4,Electronic Arts,EA DICE,7.3,2.1,2.22,2018
907,906,Prince of Persia: The Sands of Time,Sony PlayStation 2,Ubisoft,Ubisoft Montreal,9.0,9.1,2.22,2003
909,908,Star Wars: The Force Unleashed,Sony PlayStation 3,LucasArts,LucasArts,6.8,,2.22,2008
911,910,NBA 2K14,Sony PlayStation 3,2K Sports,Visual Concepts,9.3,,2.22,2013
913,912,Madden NFL 19,Sony Playstation 4,EA Sports,EA Tiburon,8.0,2.3,2.21,2018
921,920,NieR: Automata,Sony Playstation 4,Square Enix,PlatinumGames,8.8,8.9,2.2,2017
934,933,Pro Evolution Soccer 2012,Sony PlayStation 3,Konami,Konami,7.5,,2.19,2011
935,934,Need for Speed: Payback,Sony Playstation 4,Electronic Arts,Ghost Games,5.8,,2.18,2017
937,936,ATV Offroad Fury 2,Sony PlayStation 2,Sony Computer Entertainment,Rainbow Studios,8.7,,2.18,2002
938,937,Destiny: The Taken King,Sony Playstation 4,Activision,Bungie,8.6,6.2,2.18,2015
939,938,Spyro Reignited Trilogy,Sony Playstation 4,Activision,Toys for Bob,8.2,8.1,2.17,2018
945,944,Need for Speed Rivals,Sony Playstation 4,Electronic Arts,Ghost Games,8.0,,2.17,2013
946,945,PlayStation VR Worlds,Sony Playstation 4,Sony Interactive Entertainment,SIE London Studio,,,2.16,2016
947,946,Devil May Cry,Sony PlayStation 2,Capcom,Capcom,9.1,9.3,2.16,2001
948,947,Dragon Ball: Xenoverse,Sony Playstation 4,Namco Bandai Games,Dimps Corporation,6.9,7.7,2.16,2015
951,950,Syphon Filter 2,Sony PlayStation,989 Studios,Eidetic,8.9,,2.15,2000
952,951,Battlefield: Hardline,Sony Playstation 4,Electronic Arts,EA DICE,,,2.15,2015
965,964,Dance Dance Revolution Extreme,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,8.0,,2.13,2004
966,965,NBA 2K12,Sony PlayStation 3,2K Sports,Visual Concepts,9.0,,2.13,2011
967,966,Borderlands,Sony PlayStation 3,2K Games,Gearbox Software,8.2,,2.12,2009
973,972,PES 2009: Pro Evolution Soccer,Sony PlayStation 3,Konami,Konami,7.7,,2.11,2008
974,973,Need for Speed: Hot Pursuit 2,Sony PlayStation 2,Electronic Arts,EA Seattle,8.7,,2.11,2002
976,975,Scooby-Doo! Night of 100 Frights,Sony PlayStation 2,THQ,Heavy Iron Studios,6.7,,2.1,2002
977,976,Killzone: Shadow Fall,Sony Playstation 4,Sony Computer Entertainment,Guerrilla Games,9.0,6.8,2.1,2013
979,978,Onimusha 2: Samurai's Destiny,Sony PlayStation 2,Capcom,Capcom,8.5,,2.1,2002
982,981,Derby Stallion,Sony PlayStation,ASCII Entertainment,ParityBit,,,2.09,1997
984,983,Finding Nemo,Sony PlayStation 2,THQ,Traveller's Tales,7.0,,2.09,2003
986,985,Grand Theft Auto: Episodes from Liberty City,Sony PlayStation 3,Rockstar Games,Rockstar North,9.0,,2.09,2010
988,987,Tetris Worlds,Sony PlayStation 2,THQ,Blue Planet Software,3.8,,2.08,2002
995,994,Spec Ops: Airborne Commando,Sony PlayStation,Gotham Games,Big Grub,,,2.07,2002
998,997,Rise of the Tomb Raider,Sony Playstation 4,Square Enix,Crystal Dynamics,,,2.07,2016
1001,1000,LittleBigPlanet 3,Sony Playstation 4,Sony Computer Entertainment,Sumo Digital,7.9,7.2,2.06,2014
1005,1004,Hitman: Absolution,Sony PlayStation 3,Square Enix,IO Interactive,9.0,,2.06,2012
1007,1006,R4: Ridge Racer Type 4,Sony PlayStation,Namco,Namco,9.1,,2.06,1999
1009,1008,Need for Speed: Undercover,Sony PlayStation 3,Electronic Arts,EA Vancouver,5.9,,2.06,2008
1011,1010,The Elder Scrolls Online: Tamriel Unlimited,Sony Playstation 4,Bethesda Softworks,ZeniMax Online Studios,7.4,7.7,2.05,2015
1012,1011,Mortal Kombat vs DC Universe,Sony PlayStation 3,Midway Games,Midway Amusement Games,7.6,,2.05,2008
1015,1014,Dark Souls,Sony PlayStation 3,Namco Bandai,From Software,9.0,,2.05,2011
1016,1015,Middle-Earth: Shadow of War,Sony Playstation 4,Warner Bros. Interactive Entertainment,Monolith Productions,,,2.04,2017
1017,1016,SOCOM: U.S. Navy SEALs: Combined Assault,Sony PlayStation 2,Sony Computer Entertainment,Zipper Interactive,,,2.04,2006
1018,1017,Need for Speed: ProStreet,Sony PlayStation 3,Electronic Arts,EA Black Box,7.2,,2.04,2007
1019,1018,Madden NFL 25,Sony PlayStation 3,Electronic Arts,EA Tiburon,7.5,,2.04,2013
1021,1020,Peter Jackson's King Kong: The Official Game of the Movie,Sony PlayStation 2,Ubisoft,Ubisoft Montpellier,,,2.04,2005
1025,1024,Dragon Quest XI: Echoes of an Elusive Age,Sony Playstation 4,Square Enix,Square Enix,9.5,8.7,2.04,2018
1027,1026,Skate 3,Sony PlayStation 3,EA Sports,EA Black Box,8.0,,2.03,2010
1032,1031,NBA Live 2004,Sony PlayStation 2,EA Sports,EA Canada,8.8,,2.03,2003
1033,1032,The Sims 3,Sony PlayStation 3,Electronic Arts,The Sims Studio,8.1,,2.03,2010
1034,1033,Onimusha: Warlords,Sony PlayStation 2,Capcom,Flagship,8.7,7.3,2.02,2001
1036,1035,Rocket League,Sony Playstation 4,505 Games,Psyonix Studios,8.7,8.5,2.02,2016
1039,1038,Need for Speed: The Run,Sony PlayStation 3,Electronic Arts,EA Black Box,6.3,,2.01,2011
1041,1040,Dragon Ball FighterZ,Sony Playstation 4,Namco Bandai Games,Arc System Works,8.7,8.1,2.01,2018
1044,1043,Dead Space,Sony PlayStation 3,Electronic Arts,EA Redwood Shores,8.9,,2.0,2008
1046,1045,Bloodborne,Sony Playstation 4,Sony Computer Entertainment,From Software,8.2,8.9,2.0,2015
1049,1048,Dragon Ball Z: Budokai Tenkaichi,Sony PlayStation 2,Atari,Spike,,,2.0,2005
1052,1051,Driveclub,Sony Playstation 4,Sony Computer Entertainment,Evolution Studios,7.2,6.2,2.0,2014
1053,1052,inFAMOUS,Sony PlayStation 3,Sony Computer Entertainment,Sucker Punch Productions,8.7,9.1,2.0,2009
1054,1053,Nioh,Sony Playstation 4,Sony Interactive Entertainment,Team Ninja,8.8,8.5,2.0,2017
1067,1066,Tenchu: Stealth Assassins,Sony PlayStation,Activision,Acquire,8.8,,1.99,1998
1071,1070,Just Cause 3,Sony Playstation 4,Square Enix,Avalanche Studios,7.5,6.4,1.98,2015
1072,1071,Harry Potter and the Chamber of Secrets,Sony PlayStation,Electronic Arts,Argonaut Games,,,1.98,2002
1076,1075,Spyro: Enter the Dragonfly,Sony PlayStation 2,VU Games,Check Six Games,,,1.97,2002
1080,1079,Dishonored 2,Sony Playstation 4,Bethesda Softworks,Arkane Studios,8.8,7.9,1.97,2016
1083,1082,Naruto Shippuden: Ultimate Ninja Storm 4,Sony Playstation 4,Namco Bandai Games,CyberConnect2,7.9,8.0,1.96,2016
1086,1085,Lego Marvel Super Heroes,Sony PlayStation 3,Warner Bros. Interactive Entertainment,Traveller's Tales,,,1.96,2013
1088,1087,Crash Nitro Kart,Sony PlayStation 2,VU Games,Vicarious Visions,7.4,,1.95,2003
1092,1091,Call of Duty: Black Ops 3,Sony PlayStation 3,Activision,Treyarch,,,1.95,2015
1093,1092,Burnout Paradise,Sony PlayStation 3,Electronic Arts,Criterion Games,9.0,,1.95,2008
1094,1093,NBA Street Vol. 2,Sony PlayStation 2,EA Sports BIG,EA Canada,9.4,,1.95,2003
1097,1096,Def Jam Vendetta,Sony PlayStation 2,EA Sports BIG,Aki Corporation,8.9,,1.94,2003
1100,1099,Scooby Doo and the Cyber Chase,Sony PlayStation,THQ,Art,,,1.94,2001
1103,1102,Jet Moto 2,Sony PlayStation,Sony Computer Entertainment,SingleTrac,7.0,,1.94,1997
1104,1103,Tom Clancy's Ghost Recon,Sony PlayStation 2,Ubisoft,Red Storm Entertainment,4.0,,1.94,2002
1105,1104,X-Men Legends,Sony PlayStation 2,Activision,Raven Software,8.6,,1.93,2004
1109,1108,Guitar Hero: World Tour,Sony PlayStation 3,Activision,Neversoft Entertainment,8.5,,1.92,2008
1110,1109,Red Faction,Sony PlayStation 2,THQ,Volition Inc.,9.1,,1.92,2001
1112,1111,MX Unleashed,Sony PlayStation 2,THQ,Rainbow Studios,8.8,,1.92,2004
1113,1112,PaRappa The Rapper,Sony PlayStation,Sony Computer Entertainment,NanaOn-Sha,9.2,,1.92,1997
1117,1116,Lego Marvel Super Heroes,Sony Playstation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,1.91,2013
1126,1125,Parasite Eve,Sony PlayStation,Square EA,SquareSoft,7.9,,1.9,1998
1128,1127,Until Dawn,Sony Playstation 4,Sony Computer Entertainment,Supermassive Games Ltd.,7.9,8.3,1.9,2015
1131,1130,Ratchet & Clank Future: A Crack in Time,Sony PlayStation 3,Sony Computer Entertainment,Insomniac Games,8.7,9.0,1.89,2009
1132,1131,Madden NFL 09,Sony PlayStation 3,EA Sports,EA Tiburon,8.6,,1.89,2008
1136,1135,Yu-Gi-Oh! Forbidden Memories,Sony PlayStation,Konami,KCEJ,7.0,,1.88,2002
1137,1136,Mortal Kombat: Deception,Sony PlayStation 2,Midway Games,Midway Games,7.4,,1.88,2004
1138,1137,Hot Shots Golf 2,Sony PlayStation,Sony Computer Entertainment,Clap Hanz,9.2,,1.88,2000
1139,1138,Medal of Honor: European Assault (All Region sales),Sony PlayStation 2,Electronic Arts,EA Los Angeles,,,1.88,2005
1140,1139,WCW Nitro,Sony PlayStation,THQ,Inland Productions,7.0,,1.88,1998
1142,1141,High School Musical: Sing It!,Sony PlayStation 2,Disney Interactive Studios,Artificial Mind and Movement,,,1.87,2007
1143,1142,FIFA 2000,Sony PlayStation,EA Sports,EA Canada,8.8,,1.87,1999
1144,1143,inFAMOUS 2,Sony PlayStation 3,Sony Computer Entertainment,Sucker Punch Productions,8.1,,1.87,2011
1149,1148,Shrek 2,Sony PlayStation 2,Activision,"Luxoflux, Inc.",6.9,,1.86,2004
1151,1150,The Legend of Dragoon,Sony PlayStation,Sony Computer Entertainment,SCEI,7.8,6.5,1.86,2000
1153,1152,The Evil Within,Sony Playstation 4,Bethesda Softworks,Tango Gameworks,7.7,7.5,1.86,2014
1154,1153,SingStar,Sony PlayStation 2,Sony Computer Entertainment,SCEE London Studio,8.0,,1.86,2004
1155,1154,Max Payne 3,Sony PlayStation 3,Rockstar Games,Rockstar Vancouver,9.0,,1.86,2012
1156,1155,NBA Live 2002,Sony PlayStation 2,EA Sports,EA Canada,7.6,,1.86,2001
1157,1156,Jak 3,Sony PlayStation 2,Sony Computer Entertainment,Naughty Dog,9.6,,1.85,2004
1162,1161,Gran Turismo Concept 2001 Tokyo,Sony PlayStation 2,Unknown,Polyphony Digital,,,1.84,2002
1164,1163,NCAA Football 06,Sony PlayStation 2,EA Sports,EA Tiburon,9.2,,1.84,2005
1166,1165,Watch Dogs,Sony PlayStation 3,Ubisoft,Ubisoft Montreal,,,1.83,2014
1168,1167,Jet Moto,Sony PlayStation,Sony Computer Entertainment,SingleTrac,8.0,,1.83,1996
1170,1169,Sonic Mega Collection Plus,Sony PlayStation 2,Sega,Sonic Team,7.8,,1.83,2004
1178,1177,BioShock Infinite,Sony PlayStation 3,2K Games,Irrational Games,9.5,,1.82,2013
1179,1178,Namco Museum,Sony PlayStation 2,Namco,Mass Media,7.0,,1.82,2001
1182,1181,DDRMAX2: Dance Dance Revolution,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,8.5,,1.81,2003
1184,1183,NBA 2K11,Sony PlayStation 3,2K Sports,Visual Concepts,9.5,,1.81,2010
1185,1184,Sly 2: Band of Thieves,Sony PlayStation 2,Sony Computer Entertainment,Sucker Punch,9.2,,1.81,2004
1187,1186,Guitar Hero: World Tour,Sony PlayStation 2,Activision,BudCat Creations,,,1.8,2008
1188,1187,Ace Combat 5: The Unsung War,Sony PlayStation 2,Namco,Namco,9.3,,1.8,2004
1192,1191,Dragon Quest V: Tenkuu no Hanayome,Sony PlayStation 2,Enix,Matrix Software,,,1.8,2004
1193,1192,Kingdom Hearts HD I.5 + II.5 ReMIX,Sony Playstation 4,Square Enix,Square Enix,,,1.8,2017
1198,1197,NFL GameDay 2000,Sony PlayStation,989 Studios,Red Zone Entertainment,8.3,,1.8,1999
1201,1200,Samurai Warriors,Sony PlayStation 2,KOEI,Omega Force,8.5,,1.79,2004
1204,1203,The Crew,Sony Playstation 4,Ubisoft,Ubisoft Reflections,6.1,5.3,1.79,2014
1205,1204,Midnight Club II,Sony PlayStation 2,Rockstar Games,Rockstar San Diego,9.1,,1.78,2003
1206,1205,SpongeBob SquarePants: SuperSponge,Sony PlayStation,THQ,Climax Group,,,1.78,2001
1208,1207,The Getaway: Black Monday,Sony PlayStation 2,Sony Computer Entertainment,Team Soho,6.5,,1.78,2005
1211,1210,50 Cent: Bulletproof,Sony PlayStation 2,Vivendi Games,Genuine,6.5,,1.77,2005
1212,1211,Dynasty Warriors 3,Sony PlayStation 2,KOEI,Omega Force,8.5,,1.77,2001
1214,1213,UFC 2009 Undisputed,Sony PlayStation 3,THQ,Yuke's Osaka,8.4,,1.76,2009
1215,1214,Dragon's Dogma,Sony PlayStation 3,Capcom,Capcom,7.5,,1.76,2012
1218,1217,WWF Attitude,Sony PlayStation,Acclaim Entertainment,Acclaim Entertainment,8.3,,1.76,1999
1219,1218,The SpongeBob SquarePants Movie,Sony PlayStation 2,THQ,Heavy Iron Studios,6.6,,1.76,2004
1223,1222,Def Jam: Fight for NY,Sony PlayStation 2,Electronic Arts,AKI Corporation / EA Canada,8.7,,1.76,2004
1225,1224,State of Emergency,Sony PlayStation 2,Rockstar Games,VIS Entertainment,8.0,,1.76,2002
1228,1227,The Urbz: Sims in the City,Sony PlayStation 2,Electronic Arts,Maxis,7.5,,1.76,2004
1229,1228,Star Wars: Starfighter,Sony PlayStation 2,LucasArts,LucasArts,,,1.76,2001
1230,1229,Madden NFL 2000,Sony PlayStation,EA Sports,EA Tiburon,8.6,,1.75,1999
1231,1230,Just Cause 2,Sony PlayStation 3,Square Enix,Avalanche Studios,8.3,,1.75,2010
1233,1232,Pro Evolution Soccer,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,,,1.75,2001
1238,1237,For Honor,Sony Playstation 4,Ubisoft,Ubisoft Montreal,7.8,6.1,1.75,2017
1239,1238,FIFA Soccer 08,Sony PlayStation 3,EA Sports,EA Canada,8.5,,1.75,2007
1241,1240,Dance Dance Revolution X,Sony PlayStation 2,Konami,Konami Computer Entertainment Tokyo,5.4,,1.75,2008
1244,1243,Star Wars Episode I: The Phantom Menace,Sony PlayStation,LucasArts,Big Ape Productions,,,1.74,1999
1248,1247,Madden NFL 99,Sony PlayStation,EA Sports,EA Sports,,,1.74,1998
1250,1249,Shadow of the Tomb Raider,Sony Playstation 4,Square Enix,Eidos Montreal,7.5,7.3,1.74,2018
1251,1250,SSX Tricky,Sony PlayStation 2,EA Sports BIG,EA Canada,9.2,,1.73,2001
1252,1251,Twisted Metal III,Sony PlayStation,989 Studios,989 Studios,4.4,,1.73,1998
1257,1256,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Sony PlayStation 2,Rockstar Games,Rockstar North,9.7,,1.72,2003
1259,1258,Call of Duty: World at War Final Fronts,Sony PlayStation 2,Activision,Rebellion Developments,6.8,,1.72,2008
1262,1261,Hot Shots Golf Fore!,Sony PlayStation 2,Sony Computer Entertainment,Clap Hanz,8.8,,1.72,2004
1263,1262,Titanfall 2,Sony Playstation 4,Electronic Arts,Respawn Entertainment,8.9,8.4,1.72,2016
1267,1266,Injustice 2,Sony Playstation 4,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.7,8.1,1.72,2017
1269,1268,Toy Story 2: Buzz Lightyear to the Rescue!,Sony PlayStation,Activision,Traveller's Tales,7.0,,1.71,1999
1275,1274,Portal 2,Sony PlayStation 3,Valve,Valve Software,9.6,,1.71,2011
1277,1276,FIFA Soccer 10,Sony PlayStation 2,EA Sports,EA Canada,6.4,,1.7,2009
1278,1277,Beyond: Two Souls,Sony PlayStation 3,Sony Computer Entertainment,Quantic Dream,6.0,,1.7,2013
1280,1279,Chrono Cross,Sony PlayStation,Square EA,SquareSoft,9.7,9.5,1.7,2000
1281,1280,Devil May Cry 2,Sony PlayStation 2,Capcom,Capcom,6.5,,1.7,2003
1284,1283,Dynasty Warriors 5,Sony PlayStation 2,KOEI,Omega Force,7.7,,1.7,2005
1292,1291,NCAA Football 07,Sony PlayStation 2,Electronic Arts,EA Sports,8.9,,1.7,2006
1297,1296,SOCOM 3: U.S. Navy SEALs,Sony PlayStation 2,Sony Computer Entertainment,Zipper Interactive,9.0,,1.69,2005
1299,1298,Jampack Winter '99,Sony PlayStation,Sony Computer Entertainment,Sony Computer Entertainment America,,,1.69,1999
1304,1303,WCW/NWO Thunder,Sony PlayStation,THQ,Inland Productions,6.6,,1.69,1998
1311,1310,Saints Row 2,Sony PlayStation 3,THQ,Volition Inc.,7.9,,1.68,2008
1312,1311,World Championship Poker: Featuring Howard Lederer - All In,Sony PlayStation 2,Crave Entertainment,Point of View,,,1.68,2006
1313,1312,NFL GameDay 98,Sony PlayStation,Sony Computer Entertainment,989 Studios,8.6,,1.68,1997
1315,1314,Time Crisis,Sony PlayStation,Namco,Namco,8.5,,1.68,1997
1317,1316,Virtua Fighter 4,Sony PlayStation 2,Sega,Sega-AM2,9.3,,1.68,2002
1321,1320,SSX 3,Sony PlayStation 2,EA Sports BIG,EA Canada,9.5,,1.67,2003
1322,1321,Madden NFL 2001,Sony PlayStation,EA Sports,EA Sports,9.4,,1.67,2000
